case_test, size, search_type,count,time,ids,right_answer
tests/598-test.txt,20,Best-Fit Search,20,0.028,17 18 10 13 ,10 13 17 18 
tests/598-test.txt,20,B&B DFS,33,0.227,10 13 17 18 ,10 13 17 18 
tests/598-test.txt,20,B&B BFS,1855,15.197,10 13 17 18 ,10 13 17 18 
tests/599-test.txt,27,Blind Search,-671088640,33185.6,7 15 16 ,7 15 16 
tests/599-test.txt,27,Best-Fit Search,27,0.042,7 16 10 ,7 15 16 
tests/599-test.txt,27,B&B DFS,155,1.284,7 15 16 ,7 15 16 
tests/599-test.txt,27,B&B BFS,3125,30.679,7 15 16 ,7 15 16 
tests/600-test.txt,23,Blind Search,192937984,1831.2,7 14 15 19 ,7 14 15 19 
tests/600-test.txt,23,Best-Fit Search,23,0.031,7 14 21 12 ,7 14 15 19 
tests/600-test.txt,23,B&B DFS,107,0.842,7 14 15 19 ,7 14 15 19 
tests/600-test.txt,23,B&B BFS,11691,103.793,7 14 15 19 ,7 14 15 19 
tests/601-test.txt,26,Blind Search,1744830464,16096.6,2 3 7 15 ,2 3 7 15 
tests/601-test.txt,26,Best-Fit Search,26,0.036,2 7 3 15 ,2 3 7 15 
tests/601-test.txt,26,B&B DFS,105,0.87,2 3 7 15 ,2 3 7 15 
tests/601-test.txt,26,B&B BFS,7531,72.728,2 3 7 15 ,2 3 7 15 
tests/602-test.txt,20,Blind Search,20971520,205.81,3 4 11 16 ,3 4 11 16 
tests/602-test.txt,20,Best-Fit Search,20,0.026,11 3 16 4 ,3 4 11 16 
tests/602-test.txt,20,B&B DFS,33,0.234,3 4 11 16 ,3 4 11 16 
tests/602-test.txt,20,B&B BFS,2307,18.841,3 4 11 16 ,3 4 11 16 
tests/603-test.txt,26,Blind Search,1744830464,16113.3,0 5 7 10 14 22 25 ,0 5 7 10 14 22 25 
tests/603-test.txt,26,Best-Fit Search,26,0.035,14 10 25 0 5 22 7 ,0 5 7 10 14 22 25 
tests/603-test.txt,26,B&B DFS,49,0.454,0 5 7 10 14 22 25 ,0 5 7 10 14 22 25 
tests/603-test.txt,26,B&B BFS,32745,336.623,0 5 7 10 14 22 25 ,0 5 7 10 14 22 25 
tests/604-test.txt,13,Blind Search,106496,1.222,6 10 ,6 10 
tests/604-test.txt,13,Best-Fit Search,13,0.017,10 12 ,6 10 
tests/604-test.txt,13,B&B DFS,47,0.181,6 10 ,6 10 
tests/604-test.txt,13,B&B BFS,157,0.958,6 10 ,6 10 
tests/605-test.txt,17,Blind Search,2228224,23.326,2 11 16 ,2 11 16 
tests/605-test.txt,17,Best-Fit Search,17,0.022,16 11 2 ,2 11 16 
tests/605-test.txt,17,B&B DFS,29,0.176,2 11 16 ,2 11 16 
tests/605-test.txt,17,B&B BFS,681,4.885,2 11 16 ,2 11 16 
tests/606-test.txt,21,Blind Search,44040192,427.001,0 2 8 9 10 ,0 2 8 9 10 
tests/606-test.txt,21,Best-Fit Search,21,0.028,10 0 9 2 8 ,0 2 8 9 10 
tests/606-test.txt,21,B&B DFS,35,0.259,0 2 8 9 10 ,0 2 8 9 10 
tests/606-test.txt,21,B&B BFS,8879,79.264,0 2 8 9 10 ,0 2 8 9 10 
tests/607-test.txt,18,Blind Search,4718592,49.026,0 1 2 9 11 14 17 ,0 1 2 9 11 14 17 
tests/607-test.txt,18,Best-Fit Search,18,0.024,11 9 0 17 1 14 2 ,0 1 2 9 11 14 17 
tests/607-test.txt,18,B&B DFS,23,0.159,0 1 2 9 11 14 17 ,0 1 2 9 11 14 17 
tests/607-test.txt,18,B&B BFS,2981,26.774,0 1 2 9 11 14 17 ,0 1 2 9 11 14 17 
tests/608-test.txt,16,Blind Search,1048576,11.059,0 8 9 13 15 ,0 8 9 13 15 
tests/608-test.txt,16,Best-Fit Search,16,0.034,13 0 9 8 2 1 ,0 8 9 13 15 
tests/608-test.txt,16,B&B DFS,147,0.799,0 8 9 13 15 ,0 8 9 13 15 
tests/608-test.txt,16,B&B BFS,1049,8.169,0 8 9 13 15 ,0 8 9 13 15 
tests/609-test.txt,12,Blind Search,49152,0.612,,
tests/609-test.txt,12,Best-Fit Search,12,0.014,,
tests/609-test.txt,12,B&B DFS,25,0.069,,
tests/609-test.txt,12,B&B BFS,25,0.141,,
tests/610-test.txt,14,Blind Search,229376,2.458,0 1 5 7 9 10 ,0 1 5 7 9 10 
tests/610-test.txt,14,Best-Fit Search,14,0.019,1 5 10 0 7 9 ,0 1 5 7 9 10 
tests/610-test.txt,14,B&B DFS,17,0.113,0 1 5 7 9 10 ,0 1 5 7 9 10 
tests/610-test.txt,14,B&B BFS,461,3.422,0 1 5 7 9 10 ,0 1 5 7 9 10 
tests/611-test.txt,19,Blind Search,9961472,102.628,10 17 ,10 17 
tests/611-test.txt,19,Best-Fit Search,19,0.024,10 17 ,10 17 
tests/611-test.txt,19,B&B DFS,39,0.251,10 17 ,10 17 
tests/611-test.txt,19,B&B BFS,493,3.79,10 17 ,10 17 
tests/612-test.txt,8,Blind Search,2048,0.042,1 4 5 6 7 ,1 4 5 6 7 
tests/612-test.txt,8,Best-Fit Search,8,0.013,7 4 6 1 5 ,1 4 5 6 7 
tests/612-test.txt,8,B&B DFS,9,0.041,1 4 5 6 7 ,1 4 5 6 7 
tests/612-test.txt,8,B&B BFS,15,0.108,1 4 5 6 7 ,1 4 5 6 7 
tests/613-test.txt,11,Blind Search,22528,0.304,2 4 8 10 ,2 4 8 10 
tests/613-test.txt,11,Best-Fit Search,11,0.016,4 10 8 2 ,2 4 8 10 
tests/613-test.txt,11,B&B DFS,31,0.14,2 4 8 10 ,2 4 8 10 
tests/613-test.txt,11,B&B BFS,157,0.995,2 4 8 10 ,2 4 8 10 
tests/614-test.txt,25,Blind Search,838860800,7802.38,0 2 7 13 21 22 ,0 2 7 13 21 22 
tests/614-test.txt,25,Best-Fit Search,25,0.036,0 2 13 7 21 22 ,0 2 7 13 21 22 
tests/614-test.txt,25,B&B DFS,81,0.701,0 2 7 13 21 22 ,0 2 7 13 21 22 
tests/614-test.txt,25,B&B BFS,51179,511.726,0 2 7 13 21 22 ,0 2 7 13 21 22 
tests/615-test.txt,12,Blind Search,49152,0.6,0 6 9 10 ,0 6 9 10 
tests/615-test.txt,12,Best-Fit Search,12,0.017,0 5 6 9 ,0 6 9 10 
tests/615-test.txt,12,B&B DFS,69,0.261,0 6 9 10 ,0 6 9 10 
tests/615-test.txt,12,B&B BFS,319,1.986,0 6 9 10 ,0 6 9 10 
tests/616-test.txt,24,Blind Search,402653184,3777.69,1 3 4 7 10 11 ,1 3 4 7 10 11 
tests/616-test.txt,24,Best-Fit Search,24,0.033,3 7 1 11 9 17 ,1 3 4 7 10 11 
tests/616-test.txt,24,B&B DFS,167,1.37,1 3 4 7 10 11 ,1 3 4 7 10 11 
tests/616-test.txt,24,B&B BFS,20509,199.243,1 3 4 7 10 11 ,1 3 4 7 10 11 
tests/617-test.txt,12,Blind Search,49152,0.58,0 3 5 ,0 3 5 
tests/617-test.txt,12,Best-Fit Search,12,0.017,5 0 10 ,0 3 5 
tests/617-test.txt,12,B&B DFS,85,0.339,0 3 5 ,0 3 5 
tests/617-test.txt,12,B&B BFS,347,2.067,0 3 5 ,0 3 5 
tests/618-test.txt,11,Blind Search,22528,0.398,1 4 6 9 ,1 4 6 9 
tests/618-test.txt,11,Best-Fit Search,11,0.022,4 1 9 6 ,1 4 6 9 
tests/618-test.txt,11,B&B DFS,15,0.1,1 4 6 9 ,1 4 6 9 
tests/618-test.txt,11,B&B BFS,193,1.736,1 4 6 9 ,1 4 6 9 
tests/619-test.txt,14,Blind Search,229376,2.743,2 6 8 10 ,2 6 8 10 
tests/619-test.txt,14,Best-Fit Search,14,0.019,10 2 6 1 11 ,2 6 8 10 
tests/619-test.txt,14,B&B DFS,65,0.307,2 6 8 10 ,2 6 8 10 
tests/619-test.txt,14,B&B BFS,461,3.279,2 6 8 10 ,2 6 8 10 
tests/620-test.txt,20,Blind Search,20971520,206.075,7 8 10 12 15 18 19 ,7 8 10 12 15 18 19 
tests/620-test.txt,20,Best-Fit Search,20,0.028,8 19 7 15 18 12 10 ,7 8 10 12 15 18 19 
tests/620-test.txt,20,B&B DFS,29,0.212,7 8 10 12 15 18 19 ,7 8 10 12 15 18 19 
tests/620-test.txt,20,B&B BFS,8883,83.311,7 8 10 12 15 18 19 ,7 8 10 12 15 18 19 
tests/621-test.txt,12,Blind Search,49152,0.555,2 6 9 11 ,2 6 9 11 
tests/621-test.txt,12,Best-Fit Search,12,0.015,2 6 11 9 ,2 6 9 11 
tests/621-test.txt,12,B&B DFS,41,0.174,2 6 9 11 ,2 6 9 11 
tests/621-test.txt,12,B&B BFS,251,1.607,2 6 9 11 ,2 6 9 11 
tests/622-test.txt,10,Blind Search,10240,0.153,1 9 ,1 9 
tests/622-test.txt,10,Best-Fit Search,10,0.015,9 1 ,1 9 
tests/622-test.txt,10,B&B DFS,31,0.122,1 9 ,1 9 
tests/622-test.txt,10,B&B BFS,93,0.555,1 9 ,1 9 
tests/623-test.txt,18,Blind Search,4718592,48.25,2 7 9 12 ,2 7 9 12 
tests/623-test.txt,18,Best-Fit Search,18,0.023,12 9 2 13 ,2 7 9 12 
tests/623-test.txt,18,B&B DFS,171,1.028,2 7 9 12 ,2 7 9 12 
tests/623-test.txt,18,B&B BFS,1903,14.543,2 7 9 12 ,2 7 9 12 
tests/624-test.txt,21,Blind Search,44040192,430.747,3 5 12 13 19 20 ,3 5 12 13 19 20 
tests/624-test.txt,21,Best-Fit Search,21,0.028,20 5 13 3 2 12 ,3 5 12 13 19 20 
tests/624-test.txt,21,B&B DFS,121,0.838,3 5 12 13 19 20 ,3 5 12 13 19 20 
tests/624-test.txt,21,B&B BFS,7049,62.462,3 5 12 13 19 20 ,3 5 12 13 19 20 
tests/625-test.txt,19,Blind Search,9961472,101.41,0 4 6 11 12 16 17 ,0 4 6 11 12 16 17 
tests/625-test.txt,19,Best-Fit Search,19,0.026,4 6 12 17 0 3 7 ,0 4 6 11 12 16 17 
tests/625-test.txt,19,B&B DFS,237,1.417,0 4 6 11 12 16 17 ,0 4 6 11 12 16 17 
tests/625-test.txt,19,B&B BFS,4011,35.621,0 4 6 11 12 16 17 ,0 4 6 11 12 16 17 
tests/626-test.txt,15,Blind Search,491520,5.252,0 1 6 8 12 ,0 1 6 8 12 
tests/626-test.txt,15,Best-Fit Search,15,0.019,6 0 12 8 9 ,0 1 6 8 12 
tests/626-test.txt,15,B&B DFS,49,0.253,0 1 6 8 12 ,0 1 6 8 12 
tests/626-test.txt,15,B&B BFS,1173,8.725,0 1 6 8 12 ,0 1 6 8 12 
tests/627-test.txt,24,Blind Search,402653184,3779.54,14 16 18 19 21 22 23 ,14 16 18 19 21 22 23 
tests/627-test.txt,24,Best-Fit Search,24,0.034,14 23 18 19 21 16 22 ,14 16 18 19 21 22 23 
tests/627-test.txt,24,B&B DFS,53,0.447,14 16 18 19 21 22 23 ,14 16 18 19 21 22 23 
tests/627-test.txt,24,B&B BFS,50779,534.776,14 16 18 19 21 22 23 ,14 16 18 19 21 22 23 
tests/628-test.txt,14,Blind Search,229376,2.514,0 2 3 5 ,0 2 3 5 
tests/628-test.txt,14,Best-Fit Search,14,0.018,2 3 4 5 ,0 2 3 5 
tests/628-test.txt,14,B&B DFS,75,0.342,0 2 3 5 ,0 2 3 5 
tests/628-test.txt,14,B&B BFS,881,6.235,0 2 3 5 ,0 2 3 5 
tests/629-test.txt,27,Blind Search,-671088640,33170.7,4 10 12 15 ,4 10 12 15 
tests/629-test.txt,27,Best-Fit Search,27,0.038,4 12 10 15 ,4 10 12 15 
tests/629-test.txt,27,B&B DFS,53,0.503,4 10 12 15 ,4 10 12 15 
tests/629-test.txt,27,B&B BFS,3911,39.028,4 10 12 15 ,4 10 12 15 
tests/630-test.txt,12,Blind Search,49152,0.564,,
tests/630-test.txt,12,Best-Fit Search,12,0.016,,
tests/630-test.txt,12,B&B DFS,25,0.086,,
tests/630-test.txt,12,B&B BFS,25,0.139,,
tests/631-test.txt,13,Blind Search,106496,1.723,2 5 6 7 9 10 12 ,2 5 6 7 9 10 12 
tests/631-test.txt,13,Best-Fit Search,13,0.025,12 9 5 2 10 7 6 ,2 5 6 7 9 10 12 
tests/631-test.txt,13,B&B DFS,13,0.103,2 5 6 7 9 10 12 ,2 5 6 7 9 10 12 
tests/631-test.txt,13,B&B BFS,127,1.428,2 5 6 7 9 10 12 ,2 5 6 7 9 10 12 
tests/632-test.txt,9,Blind Search,4608,0.09,,
tests/632-test.txt,9,Best-Fit Search,9,0.016,,
tests/632-test.txt,9,B&B DFS,19,0.067,,
tests/632-test.txt,9,B&B BFS,19,0.148,,
tests/633-test.txt,24,Blind Search,402653184,3775.33,0 7 9 10 12 13 21 ,0 7 9 10 12 13 21 
tests/633-test.txt,24,Best-Fit Search,24,0.034,7 12 10 21 13 0 9 ,0 7 9 10 12 13 21 
tests/633-test.txt,24,B&B DFS,35,0.304,0 7 9 10 12 13 21 ,0 7 9 10 12 13 21 
tests/633-test.txt,24,B&B BFS,46009,461.59,0 7 9 10 12 13 21 ,0 7 9 10 12 13 21 
tests/634-test.txt,14,Blind Search,229376,2.611,10 ,10 
tests/634-test.txt,14,Best-Fit Search,14,0.017,10 ,10 
tests/634-test.txt,14,B&B DFS,41,0.141,10 ,10 
tests/634-test.txt,14,B&B BFS,75,0.506,10 ,10 
tests/635-test.txt,21,Blind Search,44040192,426.048,9 12 16 17 18 19 ,9 12 16 17 18 19 
tests/635-test.txt,21,Best-Fit Search,21,0.029,18 12 9 19 16 17 ,9 12 16 17 18 19 
tests/635-test.txt,21,B&B DFS,71,0.541,9 12 16 17 18 19 ,9 12 16 17 18 19 
tests/635-test.txt,21,B&B BFS,11355,103.249,9 12 16 17 18 19 ,9 12 16 17 18 19 
tests/636-test.txt,9,Blind Search,4608,0.065,0 2 4 ,0 2 4 
tests/636-test.txt,9,Best-Fit Search,9,0.013,0 2 4 ,0 2 4 
tests/636-test.txt,9,B&B DFS,19,0.063,0 2 4 ,0 2 4 
tests/636-test.txt,9,B&B BFS,81,0.429,0 2 4 ,0 2 4 
tests/637-test.txt,20,Blind Search,20971520,208.227,1 3 8 9 12 ,1 3 8 9 12 
tests/637-test.txt,20,Best-Fit Search,20,0.027,3 1 8 12 9 ,1 3 8 9 12 
tests/637-test.txt,20,B&B DFS,57,0.396,1 3 8 9 12 ,1 3 8 9 12 
tests/637-test.txt,20,B&B BFS,4797,39.351,1 3 8 9 12 ,1 3 8 9 12 
tests/638-test.txt,27,Blind Search,-671088640,33165.2,13 14 24 ,13 14 24 
tests/638-test.txt,27,Best-Fit Search,27,0.039,14 24 13 ,13 14 24 
tests/638-test.txt,27,B&B DFS,55,0.502,13 14 24 ,13 14 24 
tests/638-test.txt,27,B&B BFS,1833,18.088,13 14 24 ,13 14 24 
tests/639-test.txt,22,Blind Search,92274688,883.98,,
tests/639-test.txt,22,Best-Fit Search,22,0.031,,
tests/639-test.txt,22,B&B DFS,45,0.207,,
tests/639-test.txt,22,B&B BFS,45,0.381,,
tests/640-test.txt,14,Blind Search,229376,2.623,0 1 4 5 8 ,0 1 4 5 8 
tests/640-test.txt,14,Best-Fit Search,14,0.018,1 4 5 12 ,0 1 4 5 8 
tests/640-test.txt,14,B&B DFS,79,0.371,0 1 4 5 8 ,0 1 4 5 8 
tests/640-test.txt,14,B&B BFS,905,6.228,0 1 4 5 8 ,0 1 4 5 8 
tests/641-test.txt,8,Blind Search,2048,0.038,1 4 5 6 7 ,1 4 5 6 7 
tests/641-test.txt,8,Best-Fit Search,8,0.012,5 1 4 7 6 ,1 4 5 6 7 
tests/641-test.txt,8,B&B DFS,25,0.085,1 4 5 6 7 ,1 4 5 6 7 
tests/641-test.txt,8,B&B BFS,27,0.173,1 4 5 6 7 ,1 4 5 6 7 
tests/642-test.txt,13,Blind Search,106496,1.585,,
tests/642-test.txt,13,Best-Fit Search,13,0.021,,
tests/642-test.txt,13,B&B DFS,27,0.105,,
tests/642-test.txt,13,B&B BFS,27,0.218,,
tests/643-test.txt,15,Blind Search,491520,7.54,11 12 13 ,11 12 13 
tests/643-test.txt,15,Best-Fit Search,15,0.028,12 1 ,11 12 13 
tests/643-test.txt,15,B&B DFS,79,0.578,11 12 13 ,11 12 13 
tests/643-test.txt,15,B&B BFS,633,4.949,11 12 13 ,11 12 13 
tests/644-test.txt,20,Blind Search,20971520,206.658,0 8 10 17 ,0 8 10 17 
tests/644-test.txt,20,Best-Fit Search,20,0.028,0 10 8 17 ,0 8 10 17 
tests/644-test.txt,20,B&B DFS,71,0.508,0 8 10 17 ,0 8 10 17 
tests/644-test.txt,20,B&B BFS,5199,42.874,0 8 10 17 ,0 8 10 17 
tests/645-test.txt,11,Blind Search,22528,0.29,1 ,1 
tests/645-test.txt,11,Best-Fit Search,11,0.015,1 ,1 
tests/645-test.txt,11,B&B DFS,21,0.063,1 ,1 
tests/645-test.txt,11,B&B BFS,21,0.127,1 ,1 
tests/646-test.txt,10,Blind Search,10240,0.129,1 4 6 8 9 ,1 4 6 8 9 
tests/646-test.txt,10,Best-Fit Search,10,0.014,4 1 8 9 6 ,1 4 6 8 9 
tests/646-test.txt,10,B&B DFS,21,0.079,1 4 6 8 9 ,1 4 6 8 9 
tests/646-test.txt,10,B&B BFS,69,0.418,1 4 6 8 9 ,1 4 6 8 9 
tests/647-test.txt,18,Blind Search,4718592,48.991,0 4 7 8 13 ,0 4 7 8 13 
tests/647-test.txt,18,Best-Fit Search,18,0.025,8 7 13 15 4 ,0 4 7 8 13 
tests/647-test.txt,18,B&B DFS,199,1.192,0 4 7 8 13 ,0 4 7 8 13 
tests/647-test.txt,18,B&B BFS,3401,26.803,0 4 7 8 13 ,0 4 7 8 13 
tests/648-test.txt,22,Blind Search,92274688,884.035,,
tests/648-test.txt,22,Best-Fit Search,22,0.032,,
tests/648-test.txt,22,B&B DFS,45,0.2,,
tests/648-test.txt,22,B&B BFS,45,0.376,,
tests/649-test.txt,12,Blind Search,49152,0.594,0 3 7 9 10 ,0 3 7 9 10 
tests/649-test.txt,12,Best-Fit Search,12,0.017,7 0 10 9 3 ,0 3 7 9 10 
tests/649-test.txt,12,B&B DFS,25,0.119,0 3 7 9 10 ,0 3 7 9 10 
tests/649-test.txt,12,B&B BFS,223,1.514,0 3 7 9 10 ,0 3 7 9 10 
tests/650-test.txt,19,Blind Search,9961472,98.856,5 10 12 ,5 10 12 
tests/650-test.txt,19,Best-Fit Search,19,0.025,10 5 12 ,5 10 12 
tests/650-test.txt,19,B&B DFS,33,0.213,5 10 12 ,5 10 12 
tests/650-test.txt,19,B&B BFS,353,2.713,5 10 12 ,5 10 12 
tests/651-test.txt,20,Blind Search,20971520,205.851,1 6 10 11 13 ,1 6 10 11 13 
tests/651-test.txt,20,Best-Fit Search,20,0.029,6 13 1 11 10 ,1 6 10 11 13 
tests/651-test.txt,20,B&B DFS,33,0.235,1 6 10 11 13 ,1 6 10 11 13 
tests/651-test.txt,20,B&B BFS,5813,48.443,1 6 10 11 13 ,1 6 10 11 13 
tests/652-test.txt,26,Blind Search,1744830464,16098,6 ,6 
tests/652-test.txt,26,Best-Fit Search,26,0.036,6 ,6 
tests/652-test.txt,26,B&B DFS,51,0.279,6 ,6 
tests/652-test.txt,26,B&B BFS,85,0.816,6 ,6 
tests/653-test.txt,8,Blind Search,2048,0.038,0 1 2 7 ,0 1 2 7 
tests/653-test.txt,8,Best-Fit Search,8,0.012,0 7 6 1 ,0 1 2 7 
tests/653-test.txt,8,B&B DFS,27,0.094,0 1 2 7 ,0 1 2 7 
tests/653-test.txt,8,B&B BFS,37,0.237,0 1 2 7 ,0 1 2 7 
tests/654-test.txt,17,Blind Search,2228224,23.797,0 3 8 ,0 3 8 
tests/654-test.txt,17,Best-Fit Search,17,0.022,8 3 15 ,0 3 8 
tests/654-test.txt,17,B&B DFS,57,0.295,0 3 8 ,0 3 8 
tests/654-test.txt,17,B&B BFS,445,3.193,0 3 8 ,0 3 8 
tests/655-test.txt,18,Blind Search,4718592,48.282,0 3 6 12 13 17 ,0 3 6 12 13 17 
tests/655-test.txt,18,Best-Fit Search,18,0.024,13 6 17 3 10 12 ,0 3 6 12 13 17 
tests/655-test.txt,18,B&B DFS,137,0.823,0 3 6 12 13 17 ,0 3 6 12 13 17 
tests/655-test.txt,18,B&B BFS,3939,33.748,0 3 6 12 13 17 ,0 3 6 12 13 17 
tests/656-test.txt,16,Blind Search,1048576,11.53,2 5 7 8 9 ,2 5 7 8 9 
tests/656-test.txt,16,Best-Fit Search,16,0.029,3 7 9 5 15 0 ,2 5 7 8 9 
tests/656-test.txt,16,B&B DFS,551,2.438,2 5 7 8 9 ,2 5 7 8 9 
tests/656-test.txt,16,B&B BFS,1501,11.818,2 5 7 8 9 ,2 5 7 8 9 
tests/657-test.txt,22,Blind Search,92274688,884.973,5 6 9 17 20 ,5 6 9 17 20 
tests/657-test.txt,22,Best-Fit Search,22,0.029,17 5 6 20 0 3 ,5 6 9 17 20 
tests/657-test.txt,22,B&B DFS,97,0.732,5 6 9 17 20 ,5 6 9 17 20 
tests/657-test.txt,22,B&B BFS,12307,111.712,5 6 9 17 20 ,5 6 9 17 20 
tests/658-test.txt,24,Blind Search,402653184,3771.96,8 15 18 20 21 ,8 15 18 20 21 
tests/658-test.txt,24,Best-Fit Search,24,0.034,15 8 21 20 11 ,8 15 18 20 21 
tests/658-test.txt,24,B&B DFS,99,0.814,8 15 18 20 21 ,8 15 18 20 21 
tests/658-test.txt,24,B&B BFS,11819,111.923,8 15 18 20 21 ,8 15 18 20 21 
tests/659-test.txt,18,Blind Search,4718592,49.031,0 2 10 ,0 2 10 
tests/659-test.txt,18,Best-Fit Search,18,0.024,0 10 2 ,0 2 10 
tests/659-test.txt,18,B&B DFS,51,0.314,0 2 10 ,0 2 10 
tests/659-test.txt,18,B&B BFS,1035,7.882,0 2 10 ,0 2 10 
tests/660-test.txt,24,Blind Search,402653184,3778.64,1 6 14 15 22 ,1 6 14 15 22 
tests/660-test.txt,24,Best-Fit Search,24,0.034,15 14 18 19 6 20 ,1 6 14 15 22 
tests/660-test.txt,24,B&B DFS,247,1.889,1 6 14 15 22 ,1 6 14 15 22 
tests/660-test.txt,24,B&B BFS,27945,279.073,1 6 14 15 22 ,1 6 14 15 22 
tests/661-test.txt,25,Blind Search,838860800,7795.57,0 16 22 ,0 16 22 
tests/661-test.txt,25,Best-Fit Search,25,0.034,22 16 20 ,0 16 22 
tests/661-test.txt,25,B&B DFS,337,2.539,0 16 22 ,0 16 22 
tests/661-test.txt,25,B&B BFS,8779,81.885,0 16 22 ,0 16 22 
tests/662-test.txt,22,Blind Search,92274688,884.296,12 ,12 
tests/662-test.txt,22,Best-Fit Search,22,0.028,0 ,12 
tests/662-test.txt,22,B&B DFS,175,0.831,12 ,12 
tests/662-test.txt,22,B&B BFS,283,2.312,12 ,12 
tests/663-test.txt,13,Blind Search,106496,1.253,3 4 5 7 9 ,3 4 5 7 9 
tests/663-test.txt,13,Best-Fit Search,13,0.018,3 9 4 5 7 ,3 4 5 7 9 
tests/663-test.txt,13,B&B DFS,47,0.227,3 4 5 7 9 ,3 4 5 7 9 
tests/663-test.txt,13,B&B BFS,323,2.281,3 4 5 7 9 ,3 4 5 7 9 
tests/664-test.txt,24,Blind Search,402653184,3780.98,2 3 6 7 12 ,2 3 6 7 12 
tests/664-test.txt,24,Best-Fit Search,24,0.035,12 7 15 2 ,2 3 6 7 12 
tests/664-test.txt,24,B&B DFS,201,1.625,2 3 6 7 12 ,2 3 6 7 12 
tests/664-test.txt,24,B&B BFS,9499,87.408,2 3 6 7 12 ,2 3 6 7 12 
tests/665-test.txt,17,Blind Search,2228224,23.134,7 12 ,7 12 
tests/665-test.txt,17,Best-Fit Search,17,0.023,12 7 ,7 12 
tests/665-test.txt,17,B&B DFS,31,0.183,7 12 ,7 12 
tests/665-test.txt,17,B&B BFS,367,2.554,7 12 ,7 12 
tests/666-test.txt,10,Blind Search,10240,0.144,3 4 5 6 7 8 ,3 4 5 6 7 8 
tests/666-test.txt,10,Best-Fit Search,10,0.014,5 3 4 8 6 7 ,3 4 5 6 7 8 
tests/666-test.txt,10,B&B DFS,9,0.041,3 4 5 6 7 8 ,3 4 5 6 7 8 
tests/666-test.txt,10,B&B BFS,31,0.203,3 4 5 6 7 8 ,3 4 5 6 7 8 
tests/667-test.txt,13,Blind Search,106496,1.29,1 5 ,1 5 
tests/667-test.txt,13,Best-Fit Search,13,0.016,5 1 ,1 5 
tests/667-test.txt,13,B&B DFS,25,0.114,1 5 ,1 5 
tests/667-test.txt,13,B&B BFS,149,0.915,1 5 ,1 5 
tests/668-test.txt,9,Blind Search,4608,0.068,,
tests/668-test.txt,9,Best-Fit Search,9,0.013,,
tests/668-test.txt,9,B&B DFS,19,0.053,,
tests/668-test.txt,9,B&B BFS,19,0.099,,
tests/669-test.txt,10,Blind Search,10240,0.147,0 3 9 ,0 3 9 
tests/669-test.txt,10,Best-Fit Search,10,0.013,3 0 9 ,0 3 9 
tests/669-test.txt,10,B&B DFS,25,0.089,0 3 9 ,0 3 9 
tests/669-test.txt,10,B&B BFS,155,0.914,0 3 9 ,0 3 9 
tests/670-test.txt,27,Blind Search,-671088640,33175.3,1 2 12 20 ,1 2 12 20 
tests/670-test.txt,27,Best-Fit Search,27,0.04,1 2 20 22 3 ,1 2 12 20 
tests/670-test.txt,27,B&B DFS,189,1.657,1 2 12 20 ,1 2 12 20 
tests/670-test.txt,27,B&B BFS,11729,118.554,1 2 12 20 ,1 2 12 20 
tests/671-test.txt,17,Blind Search,2228224,23.255,15 ,15 
tests/671-test.txt,17,Best-Fit Search,17,0.022,15 ,15 
tests/671-test.txt,17,B&B DFS,33,0.136,15 ,15 
tests/671-test.txt,17,B&B BFS,47,0.342,15 ,15 
tests/672-test.txt,8,Blind Search,2048,0.032,,
tests/672-test.txt,8,Best-Fit Search,8,0.01,,
tests/672-test.txt,8,B&B DFS,17,0.041,,
tests/672-test.txt,8,B&B BFS,17,0.089,,
tests/673-test.txt,22,Blind Search,92274688,888.978,4 7 10 11 13 ,4 7 10 11 13 
tests/673-test.txt,22,Best-Fit Search,22,0.032,10 11 7 13 4 ,4 7 10 11 13 
tests/673-test.txt,22,B&B DFS,35,0.275,4 7 10 11 13 ,4 7 10 11 13 
tests/673-test.txt,22,B&B BFS,13313,119.887,4 7 10 11 13 ,4 7 10 11 13 
tests/674-test.txt,12,Blind Search,49152,0.564,0 1 3 4 6 8 ,0 1 3 4 6 8 
tests/674-test.txt,12,Best-Fit Search,12,0.016,1 6 4 8 3 0 ,0 1 3 4 6 8 
tests/674-test.txt,12,B&B DFS,13,0.06,0 1 3 4 6 8 ,0 1 3 4 6 8 
tests/674-test.txt,12,B&B BFS,127,0.896,0 1 3 4 6 8 ,0 1 3 4 6 8 
tests/675-test.txt,11,Blind Search,22528,0.318,3 ,3 
tests/675-test.txt,11,Best-Fit Search,11,0.016,3 ,3 
tests/675-test.txt,11,B&B DFS,25,0.088,3 ,3 
tests/675-test.txt,11,B&B BFS,59,0.379,3 ,3 
tests/676-test.txt,15,Blind Search,491520,6.73,5 6 10 12 13 14 ,5 6 10 12 13 14 
tests/676-test.txt,15,Best-Fit Search,15,0.022,10 6 13 5 12 14 ,5 6 10 12 13 14 
tests/676-test.txt,15,B&B DFS,19,0.132,5 6 10 12 13 14 ,5 6 10 12 13 14 
tests/676-test.txt,15,B&B BFS,799,6.444,5 6 10 12 13 14 ,5 6 10 12 13 14 
tests/677-test.txt,18,Blind Search,4718592,47.906,16 17 ,16 17 
tests/677-test.txt,18,Best-Fit Search,18,0.025,17 16 ,16 17 
tests/677-test.txt,18,B&B DFS,41,0.24,16 17 ,16 17 
